MKZ;Messstellenname;Messstellenart;Ostwert;Nordwert;Messpunkthöhe;Filteroberkante;Filteroberkante (m unter Gelände);Filterunterkante;Filterunterkante (m unter Gelände);Ausbausohle;Geländehöhe;Höhensystem;Beobachtungsbeginn;Beobachtungsende;Analysenbeginn;Analyseende;Grundwasserleiterkomplex;Datenlogger;Grundwasserkörper;Kreis;Datenart;WRRL;WRRL;GEOMETRY;X_EPSG25833;Y_EPSG25833
5055P00005_2;Turow,PzN-1 II, GWL OO;Messstellenbündel;490314.17;5640423.5;225.42;205.42;19;199.42;25;194.42;224.42;HN;1989;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (490314.170000001 5640423.50031578);490314.17;5640423.5
5055P00005_3;Turow,PzN-1 I, GWL OO;Messstellenbündel;490314.17;5640423.5;225.42;187.42;37;174.42;50;164.42;224.42;HN;1989;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (490314.170000001 5640423.50031578);490314.17;5640423.5
5055P00006_1;Turow,PzN-2 IIIbis, GWL 1;Messstellenbündel;490013.02;5640103.3;227.5;221.1;5.5;215.1;11.5;214.6;226.6;HN;1989;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (490013.020000001 5640103.30031569);490013.02;5640103.3
5055P00006_2;Turow,PzN-2 IIbis, GWL OO;Messstellenbündel;490013.02;5640103.3;227.5;211.1;15.5;209.1;17.5;208.6;226.6;HN;1989;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (490013.020000001 5640103.30031569);490013.02;5640103.3
5055P00006_3;Turow,PzN-2 Ibis, GWL OO;Messstellenbündel;490013.02;5640103.3;227.5;203.6;23;197.6;29;197.6;226.6;HN;1989;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (490013.020000001 5640103.30031569);490013.02;5640103.3
5055P00008_1;Turow,PzN-4 III, GWL OO;Messstellenbündel;489511.91;5639762.01;226.5;215.5;10;212.5;13;209.5;225.5;HN;1989;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (489511.91 5639762.01031559);489511.91;5639762.01
5055P00008_2;Turow,PzN-4 II, GWL OO;Messstellenbündel;489511.91;5639762.01;226.5;189.5;36;184.5;41;179.5;225.5;HN;1989;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (489511.91 5639762.01031559);489511.91;5639762.01
5055P00008_3;Turow,PzN-4 I, GWL OU;Messstellenbündel;489511.91;5639762.01;226.5;169.5;56;166.5;59;161.5;225.5;HN;1989;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (489511.91 5639762.01031559);489511.91;5639762.01
5055P00009_1;Turow,PzN-5 II, GWL OO;Messstellenbündel;489288.49;5639372.22;228.5;200.6;27;197.6;30;196.6;227.6;HN;1989;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (489288.490000001 5639372.22031548);489288.49;5639372.22
5055P00009_2;Turow,PzN-5 I, GWL OO;Messstellenbündel;489288.49;5639372.22;228.5;179.6;48;174.6;53;169.6;227.6;HN;1989;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (489288.490000001 5639372.22031548);489288.49;5639372.22
5055P00010_1;Turow,PzF-1 II, GWL OO;Messstellenbündel;490702.03;5640477.15;223.83;186.7;36;181.7;41;180.2;222.7;HN;1989;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (490702.030000001 5640477.1503158);490702.03;5640477.15
5055P00010_2;Turow,PzF-1 I, GWL OU;Messstellenbündel;490702.03;5640477.15;223.83;175.7;47;165.7;57;165.7;222.7;HN;1989;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (490702.030000001 5640477.1503158);490702.03;5640477.15
5055P00012;Turow,PzF-4 I, GWL ZiA+PGDZ;Grundwasserbeobachtungsrohr;490787.26;5640581.93;227.31;147.1;77.5;140.1;84.5;139.1;224.6;HN;1994;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (490787.259999999 5640581.93031583);490787.26;5640581.93
5055P00016_1;Turow,Pz-01 III, GWL OO;Messstellenbündel;489338.84;5638091.29;233.4;218.2;14;211.2;21;209.7;232.2;HN;1990;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (489338.84 5638091.29031511);489338.84;5638091.29
5055P00016_3;Turow,Pz-01 bis I, GWL ZiC;Messstellenbündel;489338.84;5638091.29;233.4;160.2;72;126.2;106;122.2;232.2;NN;1990;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (489338.84 5638091.29031511);489338.84;5638091.29
5055P00018_1;Turow,Pz-04 II, GWL OU;Messstellenbündel;489059.13;5638805.42;227.94;155.5;72;152.5;75;148.5;227.5;HN;1994;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (489059.129999999 5638805.42031531);489059.13;5638805.42
5055P00018_2;Turow,Pz-04 I, GWL ZiC;Messstellenbündel;489059.13;5638805.42;227.94;112.5;115;94.5;133;91.5;227.5;HN;1994;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (489059.129999999 5638805.42031531);489059.13;5638805.42
5055P00021;Turow,PzF-14, GWL ZiC;Grundwasserbeobachtungsrohr;490024.36;5639879.76;231.9;113.25;117.85;107.75;123.35;103.75;231.1;DHHN92;2003;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (490024.360000002 5639879.76031563);490024.36;5639879.76
5055P00022;Porajow,Pz-53/62, GWL VBaZ;Grundwasserbeobachtungsrohr;488416.14;5636825;251.33;69.53;181;64.53;186;52.53;250.53;HN;2000;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (488416.139999999 5636825.00031474);488416.14;5636825
5055P00023;Porajow,Pz-56/54, GWL ZiC;Grundwasserbeobachtungsrohr;488182.39;5637597.57;239.53;141.2;98;135.2;104;133.2;239.2;HN;2000;;;;;;DESN_NE-2;unbekannt;WS;N;nein;POINT (488182.389999999 5637597.57031496);488182.39;5637597.57
51400001;Seiferitz, B 20/07;Grundwasserbeobachtungsrohr;321812.3261;5633937.492;273.67;247.35;25.6;243.75;29.2;243.45;272.95;DHHN92;2008;2012;2007;;Konglomerat, Schluffstein (Oberrotliegend);;DEST_SAL-GW-055;Landkreis Zwickau;WS;J;ja;POINT (321812.906337583 5633936.91904149);321812.9063;5633936.919
51400002;Gablenz, GWM, B2/1999;Grundwasserbeobachtungsrohr;318342.8274;5633111.988;250.81;239.62;10.2;235.72;14.1;235.72;249.82;HN;;;2006;;Sandstein, Schieferton (Buntsandstein);;DEST_SAL-GW-055;Landkreis Zwickau;WS;J;ja;POINT (318343.393365895 5633111.38660097);318343.3934;5633111.387
51400744;Dennheritz;Schachtbrunnen;321691.5384;5632373.431;281.57;;;;;272.82;281.17;NN;1970;;;;;J;DEST_SAL-GW-055;Landkreis Zwickau;WS;N;nein;POINT (321692.123772308 5632372.8503338);321692.1238;5632372.85
51403646;Lauenhain, B 16a/1878;Schachtbrunnen;318655.5891;5630934.664;277.54;;;;;269.73;277.01;HN;1964;;;;;J;DEST_SAL-GW-055;Landkreis Zwickau;WS;J;ja;POINT (318656.151086903 5630934.05266281);318656.1511;5630934.053
51410022;Glauchau, HyGl 3/2004;Grundwasserbeobachtungsrohr;325591.0611;5632975.611;237.85;235.68;2.3;231.68;6.3;231.66;237.98;HN;2008;;2010;;Auebildungen;J;DESN_ZM-2-2;Landkreis Zwickau;WS;J;ja;POINT (325591.651932213 5632975.02672449);325591.6519;5632975.027
51410818;Kleinbernsdorf, B 19/25;Schachtbrunnen;328404.734;5636011.519;235.4;;;;;229.25;235;HN;1923;;;;;;DESN_ZM-2-1;Landkreis Zwickau;WS;J;ja;POINT (328405.323090059 5636010.97683641);328405.3231;5636010.977
51410820;Niederwinkel;Schachtbrunnen;333243.2814;5639854.984;223.03;;;;;217.53;222.63;NN;1923;;;;;;DESN_ZM-2-1;Landkreis Zwickau;WS;J;ja;POINT (333243.891442967 5639854.46730499);333243.8914;5639854.467
51410936;Pfaffroda, B 20/66;Schachtbrunnen;325144.362;5637381.196;295.04;;;;;280.31;294.81;HN;1924;;2007;;Konglomerat, Schluffstein (Oberrotliegend);;DESN_SAL-GW-056;Landkreis Zwickau;WS;J;ja;POINT (325144.935271209 5637380.6334028);325144.9353;5637380.633
51416001;Glauchau - Schafteich, GWM15/91;Grundwasserbeobachtungsrohr;327580.1633;5633890.769;242.84;213.12;29.86;189.12;53.86;189.12;242.98;HN;2003;;;;;;DESN_ZM-2-2;Landkreis Zwickau;WS;J;ja;POINT (327580.770330445 5633890.20977213);327580.7703;5633890.21
51416003;Glauchau - Schafteich, GWM8/91;Grundwasserbeobachtungsrohr;327292.342;5633789.471;244.91;230.85;13.92;227.85;16.92;227.85;244.77;NN;2003;;;;;J;DESN_ZM-2-2;Landkreis Zwickau;WS;N;nein;POINT (327292.945328759 5633788.90779212);327292.9453;5633788.908
51426001;Grüna, B 104/83;Bohrbrunnen;343592.4869;5631295.69;360.8;336.8;23;332.8;27;328.8;359.8;HN;1983;;;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (343593.116340823 5631295.16246282);343593.1163;5631295.162
51426002;Grüna,Hy GuenK 103/83;Bohrbrunnen;344707.6429;5631464.397;345.1;311.5;33.4;235.5;109.4;226.9;344.9;NN;;;1983;;nicht eindeutig bestimmbar (Anschnitt bzw. Ausdehnung über mehrere GWL-Komplexe);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (344708.277825446 5631463.87991802);344708.2778;5631463.88
51426003;Hartmannsdorf, HY 1/2002;Bohrbrunnen;345384.2372;5638091.398;370.19;358.19;12;337.19;33;337.19;370.19;HN;;;2002;;Tonschiefer, Quarzit, Quarzitschiefer (Ordovizium);;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (345384.868516893 5638090.91056656);345384.8685;5638090.911
5142UEW1;Limbach Oberfrohna, GWM 45/01;Grundwasserbeobachtungsrohr;345244.6109;5637364.582;371.7;365.75;4.8;355.8;14.75;355.75;370.55;HN;2006;;;;;J;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (345245.245499877 5637364.08899481);345245.2455;5637364.089
51430278;Chemnitz, HyCh 9/2003;Grundwasserbeobachtungsrohr;350346.1734;5630966.175;326.11;322.41;3.03;318.26;7.18;318.21;325.44;HN;;;2010;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (350346.810998331 5630965.66166632);350346.811;5630965.662
51430279;Chemnitz, HyCh 10/2/2003;Grundwasserbeobachtungsrohr;350387.9076;5631217.645;326.71;318.26;7.5;310.81;14.95;310.76;325.76;HN;;;2010;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (350388.546194289 5631217.13135429);350388.5462;5631217.131
51430280;Chemnitz, GWM 4/09 (P0898);Grundwasserbeobachtungsrohr;349563.0797;5632033.273;309.49;299.65;10;295.65;14;295.65;309.65;DHHN92;;;2010;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (349563.717762488 5632032.74934673);349563.7178;5632032.749
51430281;Chemnitz, GWM 3/08 (P0872);Grundwasserbeobachtungsrohr;352370.9759;5636734.624;290.27;280.53;9.8;274.53;15.8;274.52;290.33;HN;;;2010;;Sandstein, Schluffstein, Konglomerat, Kohleflöze (Unterkarbon);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (352371.626802026 5636734.12159743);352371.6268;5636734.122
51431694;Chemnitz, Ebersdorf;Schachtbrunnen;358275.4589;5639102.95;298.95;;;;;284.9;297.5;HN;1940;;;;;;DESN_FM-4-1;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (358276.131291162 5639102.49781203);358276.1313;5639102.498
51433277;Chemnitz, Furth;Schachtbrunnen;353422.8312;5637154.843;285.18;;;;;281.68;285.15;HN;1954;;;;Auebildungen;J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;N;nein;POINT (353423.4816392 5637154.34962609);353423.4816;5637154.35
51436002;Chemnitz, Ebersdorf B 104/82;Grundwasserbeobachtungsrohr;357955.7918;5638841.039;290.24;258.3;31.4;256.3;33.4;253.3;289.7;NN;1984;;;;;;DESN_FM-4-1;Kreisfreie Stadt Chemnitz;WS;N;nein;POINT (357956.462028578 5638840.58728177);357956.462;5638840.587
51436003;Ebersdorf,Hy Frb 103/82;Bohrbrunnen;357806.8103;5639729.639;293.2;258.9;34;117.9;175;114.4;292.9;NN;;;1983;;Sandstein, Schluffstein, Konglomerat, Kohleflöze (Unterkarbon);;DESN_FM-4-1;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (357807.481284087 5639729.18800152);357807.4813;5639729.188
51436005;Chemnitz, Str. d. Nationen, B 2/94;Grundwasserbeobachtungsrohr;354163.6512;5634341.327;298.13;286.4;12;273.4;25;273.4;298.4;NN;1994;;2010;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (354164.301457349 5634340.83170215);354164.3015;5634340.832
51436006;Chemnitz, Zeisigwald GWM8/2, B 8/94;Grundwasserbeobachtungsrohr;357906.2326;5633624.003;363.61;347.55;15;332.55;30;332.55;362.55;NN;2001;;2010;;Granit (Typ Eibenstock), Oberkarbon;J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (357906.913217915 5633623.51761354);357906.9132;5633623.518
51436007;Chemnitz, Stelzendorf, HyChBK3/1993;Grundwasserbeobachtungsrohr;349822.7024;5630347.031;357.41;342.41;14.2;338.61;18;338.56;356.61;HN;;;2008;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (349823.337008165 5630346.50573265);349823.337;5630346.506
5143S0001;Chemnitz,P9, B 1P/94;Grundwasserbeobachtungsrohr;351883.2727;5638395.699;280.06;276.76;2;272.76;6;271.86;278.76;HN;1997;;1999;2007;;;DESN_ZM-3-3;Kreisfreie Stadt Chemnitz;WS;N;nein;POINT (351883.918109857 5638395.20612395);351883.9181;5638395.206
5143S0003;Chemnitz,GWM 5/95, P1 Josephinenplatz;Grundwasserbeobachtungsrohr;354182.5804;5635078.034;290.93;287.93;3.2;281.93;9.2;280.93;291.13;HN;1997;;2010;2010;;J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (354183.233054487 5635077.52907232);354183.2331;5635077.529
5143S0005;Chemnitz,GWM 1 ;Grundwasserbeobachtungsrohr;353290.386;5633683.386;294.96;292.5;2.6;288.5;6.6;288.5;295.1;HN;1999;;;;;J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;N;nein;POINT (353291.027747901 5633682.87705104);353291.0277;5633682.877
5143S0006;Chemnitz,GWM 15, B 2/95;Grundwasserbeobachtungsrohr;352815.3259;5634033.117;295.69;291.09;4.6;289.09;6.6;289.09;295.69;HN;1997;;1999;;Weichselkaltzeit (Terrassen);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (352815.966215878 5634032.60184358);352815.9662;5634032.602
5143S0008;Chemnitz,P1, Annaberger Str.;Grundwasserbeobachtungsrohr;353523.4358;5632991.489;298.34;294.69;4;288.69;10;288.69;298.69;NN;1997;;;;;J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;N;nein;POINT (353524.080749909 5632990.97336065);353524.0807;5632990.973
5143S0010;Chemnitz, P2/94 ;Grundwasserbeobachtungsrohr;353135.2335;5632994.289;298.89;295.03;3.2;291.03;7.2;288.03;298.23;HN;1997;;1999;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);J;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (353135.877413926 5632993.77776934);353135.8774;5632993.778
5143S0026;Chemnitz,J-GWM 5 Brückenstraße;Grundwasserbeobachtungsrohr;353957.2945;5633449.156;297.45;293.57;4;283.57;14;283.57;297.57;NN;2000;2012;2004;;Aschentuff, Pyroklastit (Leukersdorder Formation / Unterrotliegend);;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (353957.940116074 5633448.6468472);353957.9401;5633448.647
5143S0027;Chemnitz,GWMS5 Diamantbrücke;Grundwasserbeobachtungsrohr;347588.6947;5631572.363;318.68;315.67;2;313.67;4;313.67;317.67;NN;2001;;;;;;DESN_ZM-3-2;Kreisfreie Stadt Chemnitz;WS;J;ja;POINT (347589.331058079 5631571.83794617);347589.3311;5631571.838
51440042;Augustusburg, lgSbe 10/2006;Grundwasserbeobachtungsrohr;366857.7966;5630152.934;447.25;444.22;2.25;436.22;10.25;435.22;446.47;HN;2008;;;;;J;DESN_FM-3-1;Landkreis Mittelsachsen;WS;J;ja;POINT (366858.472267843 5630152.45017664);366858.4723;5630152.45
51442001;Hainichen, Tal A, QG;Quelle;369177.2301;5640142.77;397.43;;;;;;397.43;HN;;;2006;;Phyllit  inkl. Auenbach-Quarzit (Kambroordovizium);;DESN_FM-2-2;Landkreis Mittelsachsen;QS;J;ja;POINT (369177.93589298 5640142.30205502);369177.9359;5640142.302
51442743;Grünberg;Quelle;365241.3993;5632890.585;370;;;;;;370;HN;1940;;;;;;DESN_FM-4-2;Landkreis Mittelsachsen;QS;N;nein;POINT (365242.078778535 5632890.09739986);365242.0788;5632890.097
51446001;Flöha, GWM1 Uferstraße;Grundwasserbeobachtungsrohr;364905.8521;5634235.984;273.11;271.31;2;267.81;5.5;267.81;273.31;HN;2004;;;;;J;DESN_FM-4-2;Landkreis Mittelsachsen;WS;J;ja;POINT (364906.522689667 5634235.49948674);364906.5227;5634235.499
51446002;Flöha, GWM2 Uferstraße;Grundwasserbeobachtungsrohr;365035.4259;5634223.715;272.94;270.65;2.5;267.65;5.5;267.65;273.15;HN;2004;;;;;J;DESN_FM-4-2;Landkreis Mittelsachsen;WS;N;nein;POINT (365036.099114198 5634223.2298247);365036.0991;5634223.23
5144W00022;Frankenberg,OT Langenstr,QGTaC, S 1/1920;Sickerleitungsquellen (Drainquellen);368743.5738;5640140.835;391.34;;;;;;390.93;HN;;;2000;;Glimmerschiefer (Kambrium);;DESN_FM-2-2;Landkreis Mittelsachsen;QS;J;ja;POINT (368744.275326393 5640140.36734065);368744.2753;5640140.367
51456003;Leubsdorf, B 18/07;Grundwasserbeobachtungsrohr;371459.1315;5629174.319;429.31;415.84;12.6;413.84;14.6;413.82;428.44;DHHN92;2007;;2007;;Gneis (Kambrium / Neoproterozoikum);J;DESN_FM-3-1;Landkreis Mittelsachsen;WS;J;ja;POINT (371459.837017905 5629173.83286158);371459.837;5629173.833
51456004;Linda, B 17/07;Grundwasserbeobachtungsrohr;379171.2998;5637255.5;398.08;385.86;11.4;383.86;13.4;383.84;397.26;DHHN92;;;2007;;Gneis (Kambrium / Neoproterozoikum);;DESN_FM-2-2;Landkreis Mittelsachsen;WS;J;ja;POINT (379172.020325491 5637255.04480848);379172.0203;5637255.045
51460003;Oberbobritzsch, HYB Obb102/1990;Bohrbrunnen;391698.6199;5635817.271;429.27;;;;;349;429;NN;2009;;;;;;DESN_FM-1;Landkreis Mittelsachsen;WS;N;nein;POINT (391699.369494624 5635816.82737858);391699.3695;5635816.827
51460004;Oberbobritzsch;Schachtbrunnen;390120.7727;5635813.486;452.43;;;;;442;452;NN;;;2010;;Gneis (Kambrium / Neoproterozoikum);;DESN_FM-1;Landkreis Mittelsachsen;WS;J;ja;POINT (390121.516492066 5635813.03358347);390121.5165;5635813.034
51460005;Mulda, HyPMua 1/2009;Grundwasserbeobachtungsrohr;389253.0219;5629050.824;436.36;434.87;1.6;432.87;3.6;432.87;436.47;NN;;;2010;;Zweiglimmergneis, Zweiglimmerparagneis (Preßnitz-Gruppe / Proterozoikum);;DESN_FM-1;Landkreis Mittelsachsen;WS;J;ja;POINT (389253.782650135 5629050.36308969);389253.7827;5629050.363
51462001;Freibg.-Muldenhütten, Schieferleithe Stolln;Stollen;386914.5291;5639583.49;370;;;;;;370;NN;;;1999;;Gneis (Kambrium / Neoproterozoikum);;DESN_FM-1;Landkreis Mittelsachsen;WS;J;ja;POINT (386915.26380978 5639583.05057527);386915.2638;5639583.051
51470003;Niederpöbel, 2013;Grundwasserbeobachtungsrohr;404902.3204;5630787.159;550.13;544.5;5.8;543.5;6.8;542.5;550.3;DHHN92;;;2013;;Gneis (Kambrium / Neoproterozoikum);;DESN_EL-1-9;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (404903.132122952 5630786.7228693);404903.1321;5630786.723
51480001;Cunnersdorf, lgCuDi 2/1993;Grundwasserbeobachtungsrohr;414716.78;5637484.96;374.55;371.85;2;367.85;6;367.85;373.85;NN;2008;;;;;J;DESN_EL-1-8;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (414717.608912053 5637484.58766845);414717.6089;5637484.588
51480002;Oberfrauendorf, HyBObf 1/2008;Bohrbrunnen;408672.2106;5634842.088;518.3;481;37;479;39;478;518;HN;;;2010;;Rhyolith- und Andesittuff (Oberkarbon);;DESN_EL-1-8;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (408673.006015561 5634841.69567737);408673.006;5634841.696
51480004;Cunnersdorf, GWM oberhalb  Deponie, BGW1/P1;Grundwasserbeobachtungsrohr;414606.8223;5637416.989;386.96;384.47;1.5;375.97;10;375.97;385.97;HN;;;2010;;Sandsteine und Konglomerate (Cenoman - Oberkreide);;DESN_EL-1-8;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (414607.652351155 5637416.61578783);414607.6524;5637416.616
51480006;Elend, GWM P1;Grundwasserbeobachtungsrohr;407369.7481;5637981.839;443;437.11;5;435.11;7;435.11;442.11;HN;;;2010;;Gneis (Kambrium / Neoproterozoikum);;DESN_EL-1-9;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (407370.553324708 5637981.44990404);407370.5533;5637981.45
51481216;Schlottwitz;Schachtbrunnen;416317;5638566;233.71;;;;;229.53;233.31;NN;1931;;2010;;;;DESN_EL-1-8;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (416316.999999412 5638566.00031501);416317;5638566
51502003;Bahratal, Hellendorf, Qu. Rosenborn;Quelle;430020.6997;5629841.59;471.53;;;;;;471.53;HN;2006;;2006;;Sandsteine und Konglomerate (Cenoman - Oberkreide);;DESN_EL-1-6-1;Landkreis Sächsische Schweiz-Osterzgebirge;QS;J;ja;POINT (430021.610084072 5629841.21912465);430021.6101;5629841.219
51512002;Schmilka, Ilmenquelle;Quelle;446184.1292;5638209.301;210.01;;;;;;210.01;HN;;;1985;;Sandsteine und Konglomerate (Cenoman - Oberkreide);;DESN_EL-1-6-2;Landkreis Sächsische Schweiz-Osterzgebirge;QS;J;ja;POINT (446185.021109516 5638209.0340685);446185.0211;5638209.034
51512003;Schöna, Reuterhof - Schiebquelle;Quelle;444715.9113;5635606.592;292.5;;;;;;292.5;HN;;;1994;;Grünsandstein (Turon / Oberkreide);;DESN_EL-1-6-1;Landkreis Sächsische Schweiz-Osterzgebirge;QS;J;ja;POINT (444716.796820387 5635606.3181986);444716.7968;5635606.318
51516002;Ottendorf,Hy Sml 5/81,Zschand,Hickelhöhle;Grundwasserbeobachtungsrohr;451331.0783;5638107.344;273.15;221.2;51.1;215.1;57.2;211.1;272.3;NN;1981;;;;;J;DESN_EL-1-6-2;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (451331.960242019 5638107.03146116);451331.9602;5638107.031
51516006_1;Hinterhermsdorf, Großer Zschand 1a/95 oben;Grundwasserbeobachtungsrohr;451665.941;5637500.592;290.03;212.1;78;206;84.1;204.1;290.1;HN;1995;;;;;J;DESN_EL-1-6-2;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (451666.821090868 5637500.27149541);451666.8211;5637500.271
51516006_2;Hinterhermsdorf, Großer Zschand 1a/95,mitte;Grundwasserbeobachtungsrohr;451665.941;5637500.592;290.03;136.1;154;130.1;160;128.1;290.1;HN;1995;;;;;J;DESN_EL-1-6-2;Landkreis Sächsische Schweiz-Osterzgebirge;WS;N;nein;POINT (451666.821090868 5637500.27149541);451666.8211;5637500.271
51516006_3;Hinterhermsdorf, Großer Zschand 1a/95,unten;Grundwasserbeobachtungsrohr;451665.941;5637500.592;290.03;12.1;278;6.1;284;4.1;290.1;HN;1995;;;;;J;DESN_EL-1-6-2;Landkreis Sächsische Schweiz-Osterzgebirge;WS;N;nein;POINT (451666.821090868 5637500.27149541);451666.8211;5637500.271
51540600;Lückendorf,GWBR 1/63;Bohrbrunnen;483535.0219;5629803.549;396.43;265.93;130;-83.37;479.3;-83.37;395.93;NN;1970;;1996;1997;Sandsteine (Unterconiac - Turon / Oberkreide);;DESN_NE-3;Landkreis Görlitz;WS;N;nein;POINT (483536.099180138 5629803.18186017);483536.0992;5629803.182
51542001;Neu Harthau, Mühlsteinberg, König-Johann-Quelle;Quelle;485524;5632252;366.54;;;;;;366.54;DHHN2016;;;2004;;Sandsteine und Konglomerate (Cenoman - Oberkreide);;DESN_NE-2;Landkreis Görlitz;QS;J;ja;POINT (485524 5632252.00031341);485524;5632252
51542609;Lückendorf;Quelle;483099;5630883;472.81;;;;;;472.81;DHHN2016;1980;;;;;;DESN_NE-3;Landkreis Görlitz;QS;N;nein;POINT (483099 5630883.00031301);483099;5630883
51546004;Jonsdorf, Drehe Bohrg.1/77;Bohrbrunnen;478547;5633960;415.49;314.2;100.9;194;221.1;190.1;415.1;NN;;;1993;;Sandsteine (Unterconiac - Turon / Oberkreide);;DESN_NE-3;Landkreis Görlitz;WS;J;ja;POINT (478547 5633960.0003139);478547;5633960
51546006;Lückendorf,6/77;Grundwasserbeobachtungsrohr;483432.12;5629970.89;403.37;372.9;29.3;342.2;60;342.2;402.2;NN;1977;;1998;2006;;J;DESN_NE-3;Landkreis Görlitz;WS;N;nein;POINT (483432.120000001 5629970.89031275);483432.12;5629970.89
51546007;Lückendorf,2/77, GWL Sst;Grundwasserbeobachtungsrohr;483618;5631596;476.91;437;39;396;80;371;476;NN;2003;;;;;J;DESN_NE-3;Landkreis Görlitz;WS;J;ja;POINT (483618 5631596.00031322);483618;5631596
51546014;Lückendorf,3/77, GWL Sst;Grundwasserbeobachtungsrohr;484379;5631453;489.17;420.2;68.2;358.4;130;358.4;488.4;NN;2003;;;;;J;DESN_NE-3;Landkreis Görlitz;WS;J;ja;POINT (484378.999999999 5631453.00031318);484379;5631453
51546016;Lückendorf,5E/77, GWL Sst;Grundwasserbeobachtungsrohr;482378;5630959;524.27;428.1;95.3;374.4;149;353.4;523.4;NN;2003;;;;;J;DESN_NE-3;Landkreis Görlitz;WS;J;ja;POINT (482378 5630959.00031303);482378;5630959
51547283;Zittau,437z/80, GWL 1;Grundwasserbeobachtungsrohr;488027.4435;5638041.584;230.43;217.2;12.33;215.7;13.83;213.2;229.53;NN;1985;;;;;;DESN_NE-2;Landkreis Görlitz;WS;J;ja;POINT (488028.511353029 5638041.24559279);488028.5114;5638041.246
